GPUName,DeviceID
GRID K520,"PCI\VEN_10DE&DEV_118A
PCI\VEN_10DE&DEV_118A&SUBSYS_100110DE
PCI\VEN_10DE&DEV_118A&SUBSYS_101410DE"
HICx16 + Graphics,"PCI\VEN_10DE&DEV_06FF
PCI\VEN_10DE&DEV_06FF&SUBSYS_071110DE"
HICx8 + Graphics,PCI\VEN_10DE&DEV_06FF&SUBSYS_071110DE
ION,"PCI\VEN_10DE&DEV_0865
PCI\VEN_10DE&DEV_0874
PCI\VEN_10DE&DEV_0876
PCI\VEN_10DE&DEV_087D
PCI\VEN_10DE&DEV_087D&SUBSYS_301D17AA
PCI\VEN_10DE&DEV_0A64
PCI\VEN_10DE&DEV_0A6E&SUBSYS_360717AA
PCI\VEN_10DE&DEV_0A70&SUBSYS_360517AA
PCI\VEN_10DE&DEV_0A70&SUBSYS_361717AA
PCI\VEN_10DE&DEV_0A73&SUBSYS_360717AA
PCI\VEN_10DE&DEV_0A73&SUBSYS_361017AA
PCI\VEN_10DE&DEV_0A75&SUBSYS_360517AA"
ION LE,"PCI\VEN_10DE&DEV_087E
PCI\VEN_10DE&DEV_087F"
nForce 730a,PCI\VEN_10DE&DEV_084A
nForce 750a SLI,PCI\VEN_10DE&DEV_084D
nForce 760i SLI,"PCI\VEN_10DE&DEV_0868
PCI\VEN_10DE&DEV_0868&SUBSYS_2A8B103C"
nForce 780a SLI,PCI\VEN_10DE&DEV_084C
nForce 980a/780a SLI,PCI\VEN_10DE&DEV_084C
NVS 300,"PCI\VEN_10DE&DEV_10D8
PCI\VEN_10DE&DEV_10D8&SUBSYS_0862103C
PCI\VEN_10DE&DEV_10D8&SUBSYS_086210DE"
NVS 310,"PCI\VEN_10DE&DEV_107D
PCI\VEN_10DE&DEV_107D&SUBSYS_094E103C"
NVS 315,"PCI\VEN_10DE&DEV_107C
PCI\VEN_10DE&DEV_107C&SUBSYS_102F10DE"
NVS 4200M,"PCI\VEN_10DE&DEV_1056&SUBSYS_04931028
PCI\VEN_10DE&DEV_1056&SUBSYS_04941028
PCI\VEN_10DE&DEV_1056&SUBSYS_04E41028
PCI\VEN_10DE&DEV_1056&SUBSYS_14931028
PCI\VEN_10DE&DEV_1056&SUBSYS_14941028
PCI\VEN_10DE&DEV_1056&SUBSYS_14E41028
PCI\VEN_10DE&DEV_1056&SUBSYS_163610CF
PCI\VEN_10DE&DEV_1056&SUBSYS_21D217AA
PCI\VEN_10DE&DEV_1056&SUBSYS_21D317AA
PCI\VEN_10DE&DEV_1057&SUBSYS_21CE17AA
PCI\VEN_10DE&DEV_1057&SUBSYS_21CF17AA
PCI\VEN_10DE&DEV_1057&SUBSYS_21D017AA
PCI\VEN_10DE&DEV_1057&SUBSYS_21D117AA
PCI\VEN_10DE&DEV_1057&SUBSYS_C0A6144D
PCI\VEN_10DE&DEV_1057&SUBSYS_C0AF144D
PCI\VEN_10DE&DEV_1057&SUBSYS_C0B0144D"
NVS 510,PCI\VEN_10DE&DEV_0FFD
NVS 5200M,"PCI\VEN_10DE&DEV_0DFC&SUBSYS_05341028
PCI\VEN_10DE&DEV_0DFC&SUBSYS_05351028
PCI\VEN_10DE&DEV_0DFC&SUBSYS_15341028
PCI\VEN_10DE&DEV_0DFC&SUBSYS_15351028
PCI\VEN_10DE&DEV_1140&SUBSYS_220017AA"
NVS 5400M,PCI\VEN_10DE&DEV_0DEF&SUBSYS_362B17AA
NVS 810,PCI\VEN_10DE&DEV_13B9
P104-100,PCI\VEN_10DE&DEV_1B87
P104-101,PCI\VEN_10DE&DEV_1BC7
P106-090,PCI\VEN_10DE&DEV_1C09
P106-100,PCI\VEN_10DE&DEV_1C07
Quadro 1000M,PCI\VEN_10DE&DEV_0DFA
Quadro 2000,PCI\VEN_10DE&DEV_0DD8
Quadro 2000D,PCI\VEN_10DE&DEV_0DD8&SUBSYS_091410DE
Quadro 2000M,PCI\VEN_10DE&DEV_0DDA&SUBSYS_1631103C
Quadro 3000M,PCI\VEN_10DE&DEV_0E3A
Quadro 400,"PCI\VEN_10DE&DEV_0A38
PCI\VEN_10DE&DEV_0A38&SUBSYS_089310DE"
Quadro 4000,PCI\VEN_10DE&DEV_06DD
Quadro 4000M,PCI\VEN_10DE&DEV_0E3B
Quadro 410,"PCI\VEN_10DE&DEV_0FFF
PCI\VEN_10DE&DEV_0FFF&SUBSYS_094A10DE"
Quadro 5000,PCI\VEN_10DE&DEV_06D9
Quadro 5000M,PCI\VEN_10DE&DEV_06DA&SUBSYS_1520103C
Quadro 500M,PCI\VEN_10DE&DEV_0DF9
Quadro 5010M,"PCI\VEN_10DE&DEV_109A&SUBSYS_02701558
PCI\VEN_10DE&DEV_109A&SUBSYS_04A41028
PCI\VEN_10DE&DEV_109A&SUBSYS_14A41028
PCI\VEN_10DE&DEV_109A&SUBSYS_1630103C
PCI\VEN_10DE&DEV_109A&SUBSYS_175410CF
PCI\VEN_10DE&DEV_109A&SUBSYS_51021558
PCI\VEN_10DE&DEV_109A&SUBSYS_51051558
PCI\VEN_10DE&DEV_109A&SUBSYS_71001558
PCI\VEN_10DE&DEV_109A&SUBSYS_71021558
PCI\VEN_10DE&DEV_109A&SUBSYS_72001558"
Quadro 600,"PCI\VEN_10DE&DEV_0DF8
PCI\VEN_10DE&DEV_0DF8&SUBSYS_083510DE"
Quadro 6000,"PCI\VEN_10DE&DEV_06D8
PCI\VEN_10DE&DEV_06DC"
Quadro 7000,"PCI\VEN_10DE&DEV_109B
PCI\VEN_10DE&DEV_109B&SUBSYS_091810DE"
Quadro CX,PCI\VEN_10DE&DEV_05F9
Quadro DCC,PCI\VEN_10DE&DEV_0203
Quadro FX 1000,PCI\VEN_10DE&DEV_0309
Quadro FX 1100,PCI\VEN_10DE&DEV_034E
Quadro FX 1300,PCI\VEN_10DE&DEV_00FE
Quadro FX 1400,PCI\VEN_10DE&DEV_00CE
Quadro FX 1500,PCI\VEN_10DE&DEV_029E
Quadro FX 1600M,"PCI\VEN_10DE&DEV_040D
PCI\VEN_10DE&DEV_040D&SUBSYS_2052161F
PCI\VEN_10DE&DEV_040D&SUBSYS_30C3103C"
Quadro FX 1700,PCI\VEN_10DE&DEV_040F
Quadro FX 1700M,PCI\VEN_10DE&DEV_065A&SUBSYS_02501028
Quadro FX 1800,PCI\VEN_10DE&DEV_0638
Quadro FX 2000,PCI\VEN_10DE&DEV_0308
Quadro FX 2700M,"PCI\VEN_10DE&DEV_063A
PCI\VEN_10DE&DEV_063A&SUBSYS_019B1028
PCI\VEN_10DE&DEV_063A&SUBSYS_02511028
PCI\VEN_10DE&DEV_063A&SUBSYS_02EF1028
PCI\VEN_10DE&DEV_063A&SUBSYS_04811558
PCI\VEN_10DE&DEV_063A&SUBSYS_08601558
PCI\VEN_10DE&DEV_063A&SUBSYS_09021558
PCI\VEN_10DE&DEV_063A&SUBSYS_211917AA
PCI\VEN_10DE&DEV_063A&SUBSYS_212417AA
PCI\VEN_10DE&DEV_063A&SUBSYS_30EC103C"
Quadro FX 2800M,PCI\VEN_10DE&DEV_061D
Quadro FX 3000,PCI\VEN_10DE&DEV_0338
Quadro FX 3400/4400,PCI\VEN_10DE&DEV_00F8
Quadro FX 3450/4000 SDI,PCI\VEN_10DE&DEV_00CD
Quadro FX 350,PCI\VEN_10DE&DEV_01DE
Quadro FX 3500,PCI\VEN_10DE&DEV_029D
Quadro FX 3600M,PCI\VEN_10DE&DEV_061C
Quadro FX 360M,"PCI\VEN_10DE&DEV_042D
PCI\VEN_10DE&DEV_042D&SUBSYS_019B1028
PCI\VEN_10DE&DEV_042D&SUBSYS_01FF1028
PCI\VEN_10DE&DEV_042D&SUBSYS_024A1028
PCI\VEN_10DE&DEV_042D&SUBSYS_024B1028"
Quadro FX 370,PCI\VEN_10DE&DEV_040A
Quadro FX 370 LP,"PCI\VEN_10DE&DEV_06F9
PCI\VEN_10DE&DEV_06F9&SUBSYS_060D10DE"
Quadro FX 3700,PCI\VEN_10DE&DEV_061A
Quadro FX 3700M,"PCI\VEN_10DE&DEV_061E
PCI\VEN_10DE&DEV_061E&SUBSYS_019C1028
PCI\VEN_10DE&DEV_061E&SUBSYS_02511028
PCI\VEN_10DE&DEV_061E&SUBSYS_02EF1028
PCI\VEN_10DE&DEV_061E&SUBSYS_04811558
PCI\VEN_10DE&DEV_061E&SUBSYS_0539103C
PCI\VEN_10DE&DEV_061E&SUBSYS_05731558
PCI\VEN_10DE&DEV_061E&SUBSYS_08601558
PCI\VEN_10DE&DEV_061E&SUBSYS_09021558
PCI\VEN_10DE&DEV_061E&SUBSYS_211817AA
PCI\VEN_10DE&DEV_061E&SUBSYS_212517AA"
Quadro FX 370M,PCI\VEN_10DE&DEV_06FB
Quadro FX 380,PCI\VEN_10DE&DEV_0658
Quadro FX 380 LP,"PCI\VEN_10DE&DEV_0A78
PCI\VEN_10DE&DEV_0A78&SUBSYS_074610DE"
Quadro FX 3800,PCI\VEN_10DE&DEV_05FF
Quadro FX 4000,PCI\VEN_10DE&DEV_004E
Quadro FX 4500,PCI\VEN_10DE&DEV_009D
Quadro FX 4500 X2,PCI\VEN_10DE&DEV_029F
Quadro FX 4600,PCI\VEN_10DE&DEV_019E
Quadro FX 470,PCI\VEN_10DE&DEV_087A
Quadro FX 4700 X2,PCI\VEN_10DE&DEV_0619
Quadro FX 4800,PCI\VEN_10DE&DEV_05FE
Quadro FX 500/FX 600,PCI\VEN_10DE&DEV_032B
Quadro FX 540,PCI\VEN_10DE&DEV_014E
Quadro FX 540M,PCI\VEN_10DE&DEV_014C
Quadro FX 550,PCI\VEN_10DE&DEV_014D
Quadro FX 5500,PCI\VEN_10DE&DEV_029C
Quadro FX 560,PCI\VEN_10DE&DEV_039E
Quadro FX 5600,PCI\VEN_10DE&DEV_019D
Quadro FX 570,PCI\VEN_10DE&DEV_040E
Quadro FX 570M,"PCI\VEN_10DE&DEV_040C
PCI\VEN_10DE&DEV_040C&SUBSYS_20D917AA
PCI\VEN_10DE&DEV_040C&SUBSYS_30C5103C"
Quadro FX 580,PCI\VEN_10DE&DEV_0659
Quadro FX 5800,PCI\VEN_10DE&DEV_05FD
Quadro FX 700,PCI\VEN_10DE&DEV_033F
Quadro FX 770M,PCI\VEN_10DE&DEV_065C
Quadro FX 880M,PCI\VEN_10DE&DEV_0A3C
Quadro GP100,PCI\VEN_10DE&DEV_15F0
Quadro GV100,PCI\VEN_10DE&DEV_1DBA
Quadro K1000M,PCI\VEN_10DE&DEV_0FFC&SUBSYS_176B103C
Quadro K1100M,"PCI\VEN_10DE&DEV_0FF6&SUBSYS_1909103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_190A103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_197A103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_197B103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_2253103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_2254103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_2255103C
PCI\VEN_10DE&DEV_0FF6&SUBSYS_2256103C"
Quadro K1200,PCI\VEN_10DE&DEV_13BC
Quadro K2000,PCI\VEN_10DE&DEV_0FFE
Quadro K2000D,PCI\VEN_10DE&DEV_0FF9
Quadro K2000M,PCI\VEN_10DE&DEV_0FFB&SUBSYS_176B103C
Quadro K2100M,"PCI\VEN_10DE&DEV_11FC
PCI\VEN_10DE&DEV_11FC&SUBSYS_1909103C
PCI\VEN_10DE&DEV_11FC&SUBSYS_197B103C
PCI\VEN_10DE&DEV_11FC&SUBSYS_2253103C
PCI\VEN_10DE&DEV_11FC&SUBSYS_2254103C"
Quadro K2200,PCI\VEN_10DE&DEV_13BA
Quadro K2200M,"PCI\VEN_10DE&DEV_13B3&SUBSYS_2255103C
PCI\VEN_10DE&DEV_13B3&SUBSYS_2256103C"
Quadro K3000M,"PCI\VEN_10DE&DEV_11BE
PCI\VEN_10DE&DEV_11BE&SUBSYS_176C103C"
Quadro K3100M,"PCI\VEN_10DE&DEV_11B6
PCI\VEN_10DE&DEV_11B6&SUBSYS_190A103C
PCI\VEN_10DE&DEV_11B6&SUBSYS_197A103C
PCI\VEN_10DE&DEV_11B6&SUBSYS_2255103C
PCI\VEN_10DE&DEV_11B6&SUBSYS_2256103C"
Quadro K4000,PCI\VEN_10DE&DEV_11FA
Quadro K4000M,"PCI\VEN_10DE&DEV_11BD
PCI\VEN_10DE&DEV_11BD&SUBSYS_176C103C"
Quadro K4100M,"PCI\VEN_10DE&DEV_11B7
PCI\VEN_10DE&DEV_11B7&SUBSYS_190A103C
PCI\VEN_10DE&DEV_11B7&SUBSYS_197A103C
PCI\VEN_10DE&DEV_11B7&SUBSYS_2255103C
PCI\VEN_10DE&DEV_11B7&SUBSYS_2256103C"
Quadro K420,PCI\VEN_10DE&DEV_0FF3
Quadro K4200,PCI\VEN_10DE&DEV_11B4
Quadro K5000,PCI\VEN_10DE&DEV_11BA
Quadro K5000M,"PCI\VEN_10DE&DEV_11BC
PCI\VEN_10DE&DEV_11BC&SUBSYS_176C103C"
Quadro K500M,PCI\VEN_10DE&DEV_0FF8&SUBSYS_176A10CF
Quadro K5100M,"PCI\VEN_10DE&DEV_11B8&SUBSYS_190A103C 
PCI\VEN_10DE&DEV_11B8&SUBSYS_197A103C
PCI\VEN_10DE&DEV_11B8&SUBSYS_2255103C
PCI\VEN_10DE&DEV_11B8&SUBSYS_2256103C"
Quadro K510M,PCI\VEN_10DE&DEV_12BA&SUBSYS_17ED10CF
Quadro K5200,PCI\VEN_10DE&DEV_103C
Quadro K600,PCI\VEN_10DE&DEV_0FFA
Quadro K6000,PCI\VEN_10DE&DEV_103A
Quadro K610M,"PCI\VEN_10DE&DEV_12B9
PCI\VEN_10DE&DEV_12B9&SUBSYS_1909103C
PCI\VEN_10DE&DEV_12B9&SUBSYS_190A103C
PCI\VEN_10DE&DEV_12B9&SUBSYS_197A103C
PCI\VEN_10DE&DEV_12B9&SUBSYS_197B103C
PCI\VEN_10DE&DEV_12B9&SUBSYS_2253103C
PCI\VEN_10DE&DEV_12B9&SUBSYS_2254103C"
Quadro K620,PCI\VEN_10DE&DEV_13BB
Quadro K620M,PCI\VEN_10DE&DEV_137A&SUBSYS_222517AA
Quadro M1000M,"PCI\VEN_10DE&DEV_13B1&SUBSYS_80D4103C
PCI\VEN_10DE&DEV_13B1&SUBSYS_80D5103C
PCI\VEN_10DE&DEV_13B1&SUBSYS_80D6103C
PCI\VEN_10DE&DEV_13B1&SUBSYS_8108103C
PCI\VEN_10DE&DEV_13B1&SUBSYS_8109103C
PCI\VEN_10DE&DEV_13B1&SUBSYS_810A103C"
Quadro M1200,"PCI\VEN_10DE&DEV_13B6
PCI\VEN_10DE&DEV_13B6&SUBSYS_826B103C
PCI\VEN_10DE&DEV_13B6&SUBSYS_826D103C
PCI\VEN_10DE&DEV_13B6&SUBSYS_8270103C
PCI\VEN_10DE&DEV_13B6&SUBSYS_8272103C
PCI\VEN_10DE&DEV_13B6&SUBSYS_8275103C
PCI\VEN_10DE&DEV_13B6&SUBSYS_8277103C"
Quadro M2000,PCI\VEN_10DE&DEV_1430
Quadro M2000M,"PCI\VEN_10DE&DEV_13B0&SUBSYS_80D5103C
PCI\VEN_10DE&DEV_13B0&SUBSYS_80D6103C
PCI\VEN_10DE&DEV_13B0&SUBSYS_8109103C
PCI\VEN_10DE&DEV_13B0&SUBSYS_810A103C"
Quadro M2200,"PCI\VEN_10DE&DEV_1436
PCI\VEN_10DE&DEV_1436&SUBSYS_8270103C
PCI\VEN_10DE&DEV_1436&SUBSYS_8272103C
PCI\VEN_10DE&DEV_1436&SUBSYS_8275103C
PCI\VEN_10DE&DEV_1436&SUBSYS_8277103C"
Quadro M3000 SE,PCI\VEN_10DE&DEV_13FA&SUBSYS_11C910DE
Quadro M3000M,"PCI\VEN_10DE&DEV_13FA&SUBSYS_80D6103C
PCI\VEN_10DE&DEV_13FA&SUBSYS_8109103C"
Quadro M4000,PCI\VEN_10DE&DEV_13F1
Quadro M4000M,"PCI\VEN_10DE&DEV_13F9&SUBSYS_80D6103C
PCI\VEN_10DE&DEV_13F9&SUBSYS_8109103C"
Quadro M5000,PCI\VEN_10DE&DEV_13F0
Quadro M5000 SE,PCI\VEN_10DE&DEV_13F8&SUBSYS_11DD10DE
Quadro M5000M,"PCI\VEN_10DE&DEV_13F8&SUBSYS_80D6103C
PCI\VEN_10DE&DEV_13F8&SUBSYS_8109103C"
Quadro M500M,"PCI\VEN_10DE&DEV_137A&SUBSYS_223217AA
PCI\VEN_10DE&DEV_137A&SUBSYS_505A17AA"
Quadro M520,PCI\VEN_10DE&DEV_137B&SUBSYS_224817AA
Quadro M5500,PCI\VEN_10DE&DEV_13FB&SUBSYS_11B01462
Quadro M6000,PCI\VEN_10DE&DEV_17F0
Quadro M6000 24GB,PCI\VEN_10DE&DEV_17F1
Quadro M600M,"PCI\VEN_10DE&DEV_13B2&SUBSYS_80D5103C
PCI\VEN_10DE&DEV_13B2&SUBSYS_810A103C"
Quadro M620,"PCI\VEN_10DE&DEV_13B4
PCI\VEN_10DE&DEV_13B4&SUBSYS_824C103C
PCI\VEN_10DE&DEV_13B4&SUBSYS_824D103C
PCI\VEN_10DE&DEV_13B4&SUBSYS_8275103C
PCI\VEN_10DE&DEV_13B4&SUBSYS_8277103C"
Quadro NVS,PCI\VEN_10DE&DEV_017A
Quadro NVS 120M,PCI\VEN_10DE&DEV_01DB
Quadro NVS 130M,"PCI\VEN_10DE&DEV_042A
PCI\VEN_10DE&DEV_042A&SUBSYS_00011179
PCI\VEN_10DE&DEV_042A&SUBSYS_00021179"
Quadro NVS 135M,"PCI\VEN_10DE&DEV_042B
PCI\VEN_10DE&DEV_042B&SUBSYS_019C1028
PCI\VEN_10DE&DEV_042B&SUBSYS_01F91028
PCI\VEN_10DE&DEV_042B&SUBSYS_01FE1028"
Quadro NVS 140M,"PCI\VEN_10DE&DEV_0429
PCI\VEN_10DE&DEV_0429&SUBSYS_01FE1028
PCI\VEN_10DE&DEV_0429&SUBSYS_20D817AA"
Quadro NVS 150M,"PCI\VEN_10DE&DEV_06EA
PCI\VEN_10DE&DEV_06EA&SUBSYS_00011179
PCI\VEN_10DE&DEV_06EA&SUBSYS_00021179"
Quadro NVS 160M,"PCI\VEN_10DE&DEV_06EB
PCI\VEN_10DE&DEV_06EB&SUBSYS_00011179
PCI\VEN_10DE&DEV_06EB&SUBSYS_02331028
PCI\VEN_10DE&DEV_06EB&SUBSYS_024F1028
PCI\VEN_10DE&DEV_06EB&SUBSYS_3A2517AA"
Quadro NVS 210S / NVIDIA GeForce 6150LE,PCI\VEN_10DE&DEV_0245
Quadro NVS 280 SD,PCI\VEN_10DE&DEV_018A
Quadro NVS 285,PCI\VEN_10DE&DEV_0165
Quadro NVS 290,"PCI\VEN_10DE&DEV_042F
PCI\VEN_10DE&DEV_042F&SUBSYS_049210DE"
Quadro NVS 295,"PCI\VEN_10DE&DEV_06FD
PCI\VEN_10DE&DEV_06FD&SUBSYS_062E10DE"
Quadro NVS 320M,PCI\VEN_10DE&DEV_040B&SUBSYS_30C3103C
Quadro NVS 420,PCI\VEN_10DE&DEV_06F8
Quadro NVS 440,PCI\VEN_10DE&DEV_014A
Quadro NVS 450,PCI\VEN_10DE&DEV_06FA
Quadro NVS 50 PCI,PCI\VEN_10DE&DEV_018C
Quadro NVS 55/280 PCI,PCI\VEN_10DE&DEV_032A
Quadro P1000,PCI\VEN_10DE&DEV_1CB1
Quadro P2000,PCI\VEN_10DE&DEV_1C30
Quadro P2000 with Max-Q Design,"PCI\VEN_10DE&DEV_1CBA&SUBSYS_226617AA
PCI\VEN_10DE&DEV_1CBA&SUBSYS_226717AA"
Quadro P3000,"PCI\VEN_10DE&DEV_1BB8&SUBSYS_11B410DE
PCI\VEN_10DE&DEV_1BB8&SUBSYS_8270103C
PCI\VEN_10DE&DEV_1BB8&SUBSYS_8272103C"
Quadro P3200,"PCI\VEN_10DE&DEV_1BBB&SUBSYS_12151462
PCI\VEN_10DE&DEV_1BBB&SUBSYS_12261462"
Quadro P3200 with Max-Q Design,"PCI\VEN_10DE&DEV_1BBB&SUBSYS_225F17AA
PCI\VEN_10DE&DEV_1BBB&SUBSYS_226217AA"
Quadro P400,PCI\VEN_10DE&DEV_1CB3
Quadro P4000,"PCI\VEN_10DE&DEV_1BB1
PCI\VEN_10DE&DEV_1BB7&SUBSYS_8270103C
PCI\VEN_10DE&DEV_1BB7&SUBSYS_8272103C"
Quadro P4000 with Max-Q Design,"PCI\VEN_10DE&DEV_1BB7&SUBSYS_11E91462
PCI\VEN_10DE&DEV_1BB7&SUBSYS_95011558"
Quadro P4200,PCI\VEN_10DE&DEV_1BB9&SUBSYS_12261462
Quadro P4200 with Max-Q Design,"PCI\VEN_10DE&DEV_1BB9&SUBSYS_226817AA
PCI\VEN_10DE&DEV_1BB9&SUBSYS_226917AA"
Quadro P500,PCI\VEN_10DE&DEV_1D33&SUBSYS_225B17AA
Quadro P5000,"PCI\VEN_10DE&DEV_1BB0
PCI\VEN_10DE&DEV_1BB6&SUBSYS_11B410DE
PCI\VEN_10DE&DEV_1BB6&SUBSYS_8270103C
PCI\VEN_10DE&DEV_1BB6&SUBSYS_8272103C"
Quadro P5200,PCI\VEN_10DE&DEV_1BB5&SUBSYS_8376103C
Quadro P5200 with Max-Q Design,"PCI\VEN_10DE&DEV_1BB5&SUBSYS_226817AA
PCI\VEN_10DE&DEV_1BB5&SUBSYS_226917AA"
Quadro P600,PCI\VEN_10DE&DEV_1CB2
Quadro P6000,PCI\VEN_10DE&DEV_1B30
Quadro P620,PCI\VEN_10DE&DEV_1CB6
Quadro PCI-E Series,PCI\VEN_10DE&DEV_00FD
Quadro RTX 5000,PCI\VEN_10DE&DEV_1EB0
Quadro RTX 6000,PCI\VEN_10DE&DEV_1E30
Quadro VX 200,PCI\VEN_10DE&DEV_061B
Quadro2 MXR/EX,PCI\VEN_10DE&DEV_0113
Quadro4 380 XGL,PCI\VEN_10DE&DEV_018B
Quadro4 550 XGL,PCI\VEN_10DE&DEV_0178
Quadro4 580 XGL,PCI\VEN_10DE&DEV_0188
Quadro4 700 XGL,PCI\VEN_10DE&DEV_025B
Quadro4 750 XGL,PCI\VEN_10DE&DEV_0259
Quadro4 780 XGL,PCI\VEN_10DE&DEV_0289
Quadro4 900 XGL,PCI\VEN_10DE&DEV_0258
Quadro4 980 XGL,PCI\VEN_10DE&DEV_0288
Tesla C1060,"PCI\VEN_10DE&DEV_05E7
PCI\VEN_10DE&DEV_05E7&SUBSYS_066A10DE"
Tesla C2050,"PCI\VEN_10DE&DEV_06D1&SUBSYS_077110DE
PCI\VEN_10DE&DEV_1096&SUBSYS_091110DE"
Tesla C2050 / C2070,PCI\VEN_10DE&DEV_06D1
Tesla C2070,"PCI\VEN_10DE&DEV_06D1&SUBSYS_077210DE
PCI\VEN_10DE&DEV_06D2
PCI\VEN_10DE&DEV_06D2&SUBSYS_077410DE
PCI\VEN_10DE&DEV_06D2&SUBSYS_083010DE
PCI\VEN_10DE&DEV_06D2&SUBSYS_084210DE
PCI\VEN_10DE&DEV_06D2&SUBSYS_090810DE"
Tesla C2075,"PCI\VEN_10DE&DEV_1096
PCI\VEN_10DE&DEV_1096&SUBSYS_091010DE"
Tesla C870,PCI\VEN_10DE&DEV_0197
Tesla K10,PCI\VEN_10DE&DEV_118F
Tesla K20c,PCI\VEN_10DE&DEV_1022
Tesla K20m,PCI\VEN_10DE&DEV_1028
Tesla K20s,PCI\VEN_10DE&DEV_1026
Tesla K20Xm,PCI\VEN_10DE&DEV_1021
Tesla K40c,PCI\VEN_10DE&DEV_1024
Tesla K40m,PCI\VEN_10DE&DEV_1023
Tesla K40s,PCI\VEN_10DE&DEV_1029
Tesla K40st,PCI\VEN_10DE&DEV_1027
Tesla K40t,PCI\VEN_10DE&DEV_102A
Tesla K8,PCI\VEN_10DE&DEV_1194
Tesla K80,PCI\VEN_10DE&DEV_102D
Tesla M1060,"PCI\VEN_10DE&DEV_05E7&SUBSYS_069710DE
PCI\VEN_10DE&DEV_05E7&SUBSYS_071410DE
PCI\VEN_10DE&DEV_05E7&SUBSYS_074310DE"
Tesla M2050,"PCI\VEN_10DE&DEV_06DE&SUBSYS_082F10DE
PCI\VEN_10DE&DEV_06DE&SUBSYS_084210DE
PCI\VEN_10DE&DEV_06DE&SUBSYS_084610DE
PCI\VEN_10DE&DEV_06DE&SUBSYS_086610DE
PCI\VEN_10DE&DEV_06DE&SUBSYS_090710DE
PCI\VEN_10DE&DEV_06DE&SUBSYS_091E10DE"
Tesla M2070,"PCI\VEN_10DE&DEV_06D2
PCI\VEN_10DE&DEV_06D2&SUBSYS_077410DE
PCI\VEN_10DE&DEV_06D2&SUBSYS_083010DE
PCI\VEN_10DE&DEV_06D2&SUBSYS_084210DE
PCI\VEN_10DE&DEV_06D2&SUBSYS_090810DE"
Tesla M2070-Q,"PCI\VEN_10DE&DEV_06DF
PCI\VEN_10DE&DEV_06DF&SUBSYS_084D10DE
PCI\VEN_10DE&DEV_06DF&SUBSYS_087F10DE"
Tesla M2075,"PCI\VEN_10DE&DEV_1094
PCI\VEN_10DE&DEV_1094&SUBSYS_088810DE"
Tesla M2090,"PCI\VEN_10DE&DEV_1091
PCI\VEN_10DE&DEV_1091&SUBSYS_088710DE"
Tesla M4,PCI\VEN_10DE&DEV_1431&SUBSYS_119310DE
Tesla M40,PCI\VEN_10DE&DEV_17FD&SUBSYS_117110DE
Tesla M40 24GB,PCI\VEN_10DE&DEV_17FD&SUBSYS_117310DE
Tesla M6,PCI\VEN_10DE&DEV_13F3&SUBSYS_114310DE
Tesla M60,"PCI\VEN_10DE&DEV_13F2&SUBSYS_113A10DE
PCI\VEN_10DE&DEV_13F2&SUBSYS_115E10DE
PCI\VEN_10DE&DEV_13F2&SUBSYS_115F10DE"
Tesla P100-PCIE-12GB,PCI\VEN_10DE&DEV_15F7&SUBSYS_11DA10DE
Tesla P100-PCIE-16GB,PCI\VEN_10DE&DEV_15F8&SUBSYS_118F10DE
Tesla P100-SXM2-16GB,PCI\VEN_10DE&DEV_15F9&SUBSYS_116B10DE
Tesla P4,"PCI\VEN_10DE&DEV_1BB3&SUBSYS_11D810DE
PCI\VEN_10DE&DEV_1BB3&SUBSYS_11E010DE"
Tesla P40,PCI\VEN_10DE&DEV_1B38&SUBSYS_11D910DE
Tesla P6,PCI\VEN_10DE&DEV_1BB4&SUBSYS_11C610DE
Tesla S2050,PCI\VEN_10DE&DEV_06DE&SUBSYS_077310DE
Tesla T10 Processor,"PCI\VEN_10DE&DEV_05E7&SUBSYS_059510DE
PCI\VEN_10DE&DEV_05E7&SUBSYS_068F10DE"
Tesla T20 Processor,PCI\VEN_10DE&DEV_06DE
Tesla T4,PCI\VEN_10DE&DEV_1EB8&SUBSYS_12A210DE
Tesla V100-FHHL-16GB,PCI\VEN_10DE&DEV_1DB3&SUBSYS_121510DE
Tesla V100-PCIE-16GB,PCI\VEN_10DE&DEV_1DB4&SUBSYS_121410DE
Tesla V100-PCIE-32GB,PCI\VEN_10DE&DEV_1DB6&SUBSYS_124A10DE
Tesla V100-SXM2-16GB,PCI\VEN_10DE&DEV_1DB1&SUBSYS_121210DE
Tesla V100-SXM2-32GB,PCI\VEN_10DE&DEV_1DB5&SUBSYS_124910DE
Tesla X2070,"PCI\VEN_10DE&DEV_06D2&SUBSYS_088F10DE
PCI\VEN_10DE&DEV_06DE&SUBSYS_084010DE"
Tesla X2090,"PCI\VEN_10DE&DEV_1091&SUBSYS_088E10DE
PCI\VEN_10DE&DEV_1091&SUBSYS_089110DE"
TITAN V,PCI\VEN_10DE&DEV_1D81
